Title,IMDB Rating,Genre
Bokeh,5.0,"Drama, Sci-Fi"
Bolívar,N/A,Drama
Bollywood Calling,6.4,"Comedy, Drama, Music"
Bolt,6.8,"Animation, Adventure, Comedy"
Bombairiya,4.5,"Comedy, Crime, Drama"
Bombay Talkies,6.7,Drama
Bombshell,6.8,"Biography, Drama"
Bombshell: The Hedy Lamarr Story,7.4,"Documentary, Biography, History"
Bon Bini Holland,5.5,Comedy
Bon Cop Bad Cop 2,6.7,"Action, Comedy, Crime"
"Bon Cop, Bad Cop",6.8,"Action, Comedy, Crime"
Bonnie and Clyde,7.8,"Action, Biography, Crime"
Boom,2.3,"Crime, Thriller"
Born Beautiful,5.4,Comedy
Born Racer,6.2,"Documentary, Action, Drama"
Born Strong,7.2,"Documentary, Drama, Sport"
Born to Be Free,7.5,Documentary
Boss,8.1,"Crime, Drama"
Bosta,6.3,"Musical, War"
Bottom of the World,5.2,"Drama, Mystery, Thriller"
Boushkash,5.3,"Comedy, Drama"
Boy Bye,5.4,"Drama, Romance"
Boy Missing,5.6,Crime
Boyka: Undisputed,7.0,"Action, Drama, Sport"
Brad Paisley's Comedy Rodeo,5.7,Comedy
Brahman Naman,5.6,Comedy
Brain on Fire,6.6,"Biography, Drama"
Brampton's Own,5.3,Drama
Brave Miss World,7.1,"Documentary, Biography, Drama"
Brave New Jersey,5.3,"Comedy, History"
Braven,5.9,"Action, Thriller"
Break,5.9,Drama
Break Ke Baad,5.2,"Comedy, Drama, Romance"
Breaking Free,6.5,Drama
Breaking the Bank,4.9,Comedy
Breath,6.7,"Adventure, Drama, Romance"
Brian Regan: Nunchucks and Flamethrowers,6.3,"Documentary, Comedy"
Brick,7.2,"Action, Crime, Drama"
Bride for Rent,6.5,"Comedy, Romance"
Bridezilla,5.9,"Comedy, Drama"
Bright,6.3,"Action, Fantasy, Thriller"
Brij Mohan Amar Rahe,6.8,"Comedy, Crime, Drama"
Brooklyn's Finest,6.7,"Action, Crime, Drama"
Brother,7.1,"Crime, Drama, Thriller"
Brother's Shadow,6.0,Drama
Brothers,7.1,"Action, Drama, Thriller"
Bucket List,6.0,Family
Budapest,5.4,Comedy
Buddies,7.5,"Drama, History, Romance"
Budhia Singh: Born to Run,7.6,"Biography, Drama, Sport"
Buffalo Boys,5.8,"Action, Drama, History"
Bulbbul,6.6,"Drama, Horror, Mystery"
Bulbul Can Sing,6.9,Drama
Bullet Head,5.4,"Crime, Drama, Thriller"
Bulletproof 2,3.5,"Action, Comedy"
Bullitt County,4.8,"Action, Drama, Thriller"
Burlesque,6.4,"Drama, Music, Musical"
Burn Out,6.2,"Action, Crime, Thriller"
Mississippi Burning,7.8,"Crime, Drama, History"
Burning Cane,5.5,Drama
Burning Sands,6.1,Drama
Bushwick,5.2,"Action, Thriller"
Buster's Mal Heart,6.2,"Crime, Drama, Mystery"
BUtterfield 8,6.4,"Drama, Romance"
BuyBust,5.8,"Action, Crime, Thriller"
Bwakaw,7.0,Drama
By the Sea,5.3,"Drama, Romance"
Bye Bye London,8.8,"Comedy, Drama"
Let Bygones Be Bygones,N/A,"Short, Drama"
Bypass Road,5.4,"Drama, Mystery, Thriller"
C Kkompany,5.4,"Comedy, Drama, Thriller"
Cézanne et moi,6.0,"Biography, Drama"
Cabin Fever,5.6,Horror
Cadaver,7.0,"Animation, Short, Adventure"
Caída del Cielo,5.3,"Comedy, Romance"
Cake,6.4,Drama
Calendar Girls,6.9,"Comedy, Drama"
Calibre,6.8,"Drama, Thriller"
Call the Midwife,8.5,"Drama, History"
Calum Von Moger: Unbroken,6.2,Documentary
Cam,5.9,"Drama, Horror, Mystery"
Camelia La Texana,7.7,"Crime, Drama, Romance"
Camera Store,5.7,Drama
Camp Cool Kids,4.7,"Animation, Comedy, Family, Mystery, Romance"
Camp X-Ray,6.9,"Drama, War"
Can't Hardly Wait,6.5,"Comedy, Romance"
Can't Help Falling in Love,7.2,"Comedy, Drama, Romance"
Candy Jar,5.8,Comedy
Candyflip,5.9,"Fantasy, Mystery, Thriller"
Candyman,6.7,"Horror, Thriller"
Cappuccino,6.6,"Short, Comedy, Drama"
Captain Underpants: Mega Blissmas,5.2,"Animation, Comedy, Family"
Carbon,6.9,"Adventure, Thriller"
Cardboard Gangsters,6.4,"Crime, Drama"
Caregiver,6.2,Drama
Cargo,6.3,"Drama, Horror, Sci-Fi"
Carlos Almaraz: Playing with Fire,7.5,Documentary
Carlos Ballarta: El amor es de putos,7.1,Comedy
Carlos Ballarta: Furia ñera,7.1,Comedy
Carmen Sandiego: To Steal or Not to Steal,7.0,"Animation, Short, Action"
Carol,7.2,"Drama, Romance"
Carrie,7.4,"Horror, Mystery"
Carrie Pilby,6.7,"Comedy, Drama"
Carriers,6.0,"Action, Adventure, Drama"
Casa de mi Padre,5.5,"Comedy, Western"
Case 39,6.2,"Horror, Mystery, Thriller"
Casino Royale,8.0,"Action, Adventure, Thriller"
Cat on a Hot Tin Roof,8.0,Drama
Catch Me If You Can,8.1,"Biography, Crime, Drama"
Catching Feelings,5.7,"Comedy, Drama, Romance"
Catfight,5.9,"Action, Comedy, Drama"
Cats,2.7,"Comedy, Drama, Family"
Cave,4.2,"Adventure, Crime, Thriller"
Cedric the Entertainer: Live from the Ville,6.0,Comedy
Celluloid Man,7.8,Documentary
Center Stage,6.7,"Drama, Music, Romance"
Chaahat,5.5,"Drama, Romance"
Chaar Sahibzaade,8.0,"Animation, History"
Chal Bhaag,4.2,Comedy
Chal Dhar Pakad,N/A,Drama
Chal Mere Bhai,4.7,"Comedy, Romance"
Chalte Chalte,6.6,"Drama, Romance"
Chaman Bahaar,7.0,"Comedy, Drama"
Chamatkar,6.6,"Comedy, Drama, Fantasy"
Chameli,7.0,Drama
Chance Pe Dance,4.7,"Comedy, Drama, Music"
Chandani: The Daughter of the Elephant Whisperer,7.0,"Documentary, Family"
Change in the Air,5.6,Drama
Chappaquiddick,6.5,"Biography, Drama, History"
Chappie,6.8,"Action, Crime, Drama"
Charlie and the Chocolate Factory,6.6,"Adventure, Comedy, Family"
Charlie's Angels,5.6,"Action, Adventure, Comedy"
Charlie's Angels: Full Throttle,4.9,"Action, Adventure, Comedy"
Charlotte's Web,6.3,"Adventure, Comedy, Family"
Charming,5.6,"Animation, Adventure, Comedy"
Chashme Baddoor,5.4,"Comedy, Drama"
Chashme Buddoor,8.0,"Comedy, Family, Romance"
Chasing Amy,7.2,"Comedy, Drama, Romance"
Chasing the Dragon,6.8,Drama
Chasing Trane: The John Coltrane Documentary,7.3,"Documentary, Biography, Music"
Chauthi Koot,6.6,"Drama, History"
Cheese in the Trap,7.3,"Comedy, Romance"
Chef,7.3,"Adventure, Comedy, Drama"
Chelsea Peretti: One of the Greats,7.0,Comedy
Chennai Express,6.1,"Action, Adventure, Comedy"
Chernobyl Diaries,5.0,"Horror, Mystery, Thriller"
Chhota Bheem and the Curse of Damyaan,6.0,"Animation, Adventure, Fantasy"
Chicken Kokkachi,4.8,Comedy
Chicken Little,5.7,"Animation, Adventure, Comedy"
Chief Daddy,5.1,Comedy
Child's Play,6.6,"Fantasy, Horror, Thriller"
Children of the Sea,N/A,"Short, Drama"
Chillar Party,7.5,"Comedy, Drama, Family"
China Salesman,2.9,"Action, Drama"
Chippa,6.5,Drama
Chittagong,7.3,"Action, Drama, War"
Chitty Chitty Bang Bang,6.9,"Adventure, Family, Fantasy"
Chloe,6.3,"Drama, Mystery, Romance"
Chopsticks,6.5,"Comedy, Drama"
Chris Brown: Welcome to My Life,5.7,Documentary
Chris D'Elia: Incorrigible,6.5,Comedy
Chris D'Elia: Man on Fire,6.6,Comedy
Chris D'Elia: No Pain,5.9,Comedy
Chris Rock: Tamborine,6.6,Comedy
Chris Tucker Live,6.3,"Documentary, Comedy"
Christian Mingle,4.3,"Comedy, Drama, Family"
Christina P: Mother Inferior,6.3,Comedy
Christine,6.7,"Horror, Thriller"
Christmas Break-In,4.4,Family
A Christmas Crush,4.6,"Comedy, Romance"
Christmas in the Heartland,5.9,Family
Christmas in the Smokies,5.8,"Drama, Family, Romance"
Christmas Inheritance,5.7,"Comedy, Drama, Romance"
Christmas Wedding Planner,4.4,Romance
Christmas with a Prince,5.2,Romance
Christmas with a View,5.2,"Drama, Romance"
Christmas with the Kranks,5.4,"Comedy, Family"
Christopher Robin,7.3,"Animation, Adventure, Comedy"
Chronically Metropolitan,5.0,"Comedy, Drama"
Chup Chup Ke,6.9,"Comedy, Drama, Romance"
Chupan Chupai,5.8,"Comedy, Crime"
Chupke Chupke,8.3,"Comedy, Drama, Romance"
CIA: Comrade in America,6.5,"Action, Adventure, Drama"
Cinar Agaci,6.2,"Comedy, Drama, Romance"
Circle,6.0,"Drama, Horror, Mystery"
Cirque du Freak: The Vampire's Assistant,5.8,"Action, Adventure, Fantasy"
Citation,6.2,"Drama, Thriller"
Cities of Last Things,6.2,"Crime, Drama, Sci-Fi"
City of God,7.1,Drama
City of Tiny Lights,5.5,"Crime, Drama, Mystery"
Clair Obscur,N/A,"Short, Thriller"
Clarence Clemons: Who Do I Think I Am?,6.2,Documentary
Clash of the Titans,5.8,"Action, Adventure, Fantasy"
Class of '61,5.5,"Action, Adventure, Drama"
Class of 83,5.8,"Action, Crime, Drama"
Class Rank,6.5,"Comedy, Drama, Family"
Cleopatra Jones,5.9,"Action, Crime, Thriller"
Click,6.4,"Comedy, Drama, Fantasy"
Clinical,5.1,"Horror, Thriller"
Clive Davis: The Soundtrack of Our Lives,7.5,Documentary
Closed Circuit,6.2,"Crime, Drama, Mystery"
Cloud Atlas,7.4,"Action, Drama, Mystery"
Clouds of Sils Maria,6.7,Drama
Cloudy with a Chance of Meatballs,6.9,"Animation, Adventure, Comedy"
Cloudy with a Chance of Meatballs 2,6.4,"Animation, Adventure, Comedy"
Cloverfield,7.0,"Action, Horror, Sci-Fi"
Coach Carter,7.3,"Biography, Drama, Sport"
Coco y Raulito: Carrusel de ternura,6.6,Comedy
Code 8,6.1,"Action, Crime, Drama"
Code Name: The Cleaner,4.6,"Action, Comedy, Crime"
Coffee,5.7,"Short, Comedy, Romance"
Coffee with D,4.4,Comedy
Coin Heist,4.8,"Crime, Drama, Romance"
Cold Feet,8.2,"Comedy, Drama, Romance"
Cold Harbour,5.2,"Action, Crime, Thriller"
Colin Quinn: The New York Story,6.8,Comedy
Colin Quinn: Unconstitutional,7.1,Comedy
Colkatay Columbus,3.9,"Comedy, Drama, Fantasy"
Colonia,7.1,"Biography, Drama, History"
Come and Find Me,5.7,"Drama, Mystery, Thriller"
Come Sunday,6.0,"Biography, Drama"
Comedians in Cars Getting Coffee,8.1,"Animation, Comedy, Family"
Como caído del cielo,6.4,"Comedy, Drama, Musical"
Company,8.0,"Action, Crime, Drama"
Compulsion,7.4,"Biography, Crime, Drama"
Concussion,7.1,"Biography, Drama, Sport"
Conor McGregor: Notorious,7.2,"Documentary, Biography, Sport"
Consequences,2.9,Thriller
"Truth or Consequences, N.M.",6.3,"Action, Crime, Drama"
Contract,7.2,Crime
Cook Off,6.1,"Comedy, Romance"
Cool Hand Luke,8.1,"Crime, Drama"
Cop and a Half: New Recruit,5.3,"Action, Adventure, Comedy, Crime, Family, Mystery"
Cop Car,6.3,"Crime, Thriller"
Cops and Robbers,6.3,"Crime, Comedy"
Coraline,7.7,"Animation, Drama, Family"
Counterfeiting in Suburbia,4.9,Thriller
Couple of Days,6.5,Drama
Couples Counseling,N/A,Comedy
Covered-Alive in Asia,5.6,Documentary
Cowspiracy: The Sustainability Secret,8.2,Documentary
Craig Ferguson: Tickle Fight,6.6,Comedy
Crash,7.7,"Crime, Drama, Thriller"
Crazy Beautiful You,7.2,"Comedy, Drama, Romance"
Crazy People,6.1,"Comedy, Drama"
"Crazy, Lovely, Cool",7.8,Romance
Crd,6.2,"Drama, Romance"
Creep,6.4,"Horror, Thriller"
Creep 2,6.5,"Crime, Drama, Horror"
Criminal: Spain,6.9,"Crime, Drama, Mystery"
Cristela Alonzo: Lower Classy,6.4,Comedy
"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1,"Action, Adventure, Drama"
"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.1,"Action, Adventure, Drama"
Cuddle Weather,6.1,"Drama, Romance"
Cult of Chucky,5.2,"Comedy, Fantasy, Horror"
Curtiz,6.0,"Biography, Drama, History"
Cut Bank,6.1,"Crime, Drama, Thriller"
Cutie and the Boxer,7.2,"Documentary, Biography"
Cuties,1.5,Horror
Cycle,9.1,Comedy
D.L. Hughley: Clear,6.8,Comedy
D.L. Hughley: Contrarian,6.6,Comedy
Dügün Dernek,7.0,Comedy
Dügün Dernek 2: Sünnet,6.3,Comedy
Da 5 Bloods,6.5,"Adventure, Drama, War"
Da Kath & Kim Code,7.4,Comedy
Dad,6.3,"Comedy, Drama"
Daddy Day Care,5.6,"Comedy, Family"
Daddy Issues,4.2,"Drama, Romance"
Daemonium,7.0,"Short, Horror, Sci-Fi"
Daffedar,5.7,Drama
This Stained Dawn (Dagh Dagh Ujala),N/A,Documentary
Dallas Buyers Club,8.0,"Biography, Drama"
"Dana Carvey: Straight White Male, 60",6.4,Comedy
Dance Dreams: Hot Chocolate Nutcracker,7.1,"Documentary, Family"
Dancing with the Birds,8.3,Documentary
Dangal,8.4,"Action, Biography, Drama"
Dangerous Lies,5.3,"Drama, Mystery, Thriller"
Daniel Sosa: Maleducado,6.2,Comedy
Daniel Sosa: Sosafado,5.4,Comedy
Danny Says,6.7,"Documentary, Biography, History"
Dante's Peak,6.0,"Action, Adventure, Thriller"
Danur: I Can See Ghosts,5.4,Horror
Dany Boon: Des Hauts-De-France,6.2,Comedy
Darc,5.8,"Action, Crime, Thriller"
Dark Crimes,7.2,Thriller
Dark Forces: Shadow People,3.9,Mystery
Dark Light,4.3,"Action, Horror, Mystery"
Dark Places,6.2,"Crime, Drama, Mystery"
Dark Skies,6.3,"Horror, Sci-Fi, Thriller"
Dark Waters,7.6,"Biography, Drama, History"
Darna Mana Hai,6.3,Horror
Darra,5.1,Drama
Daughters of the Dust,6.6,"Drama, History, Romance"
Dave Chappelle,8.7,"Documentary, Comedy"
Dave Chappelle: Equanimity,8.2,Comedy
Dave Chappelle: Sticks & Stones,8.5,Comedy
David Attenborough: A Life on Our Planet,9.0,"Documentary, Biography"
David Batra: Elefanten i Rummet,5.9,Comedy
David Brent: Life on the Road,6.3,"Comedy, Music"
David Cross: Making America Great Again,6.5,Comedy
David Foster: Off the Record,6.8,Documentary
Day of the Dead: Bloodline,3.4,"Action, Drama, Horror"
Dayveon,6.3,Drama
DC's Legends of Tomorrow: Their Time Is Now,7.1,"Documentary, Action, Sci-Fi"
De Film van Dylan Haegens,4.4,"Adventure, Comedy, Family"
De Palma,7.4,"Documentary, Biography"
Dead in a Week (Or Your Money Back),6.3,"Comedy, Drama"
Dead Kids,5.5,Thriller
Deadcon,2.8,"Drama, Horror, Mystery"
Deadline: Sirf 24 Ghante,6.3,"Crime, Thriller"
Deadly Switch,4.6,"Mystery, Thriller"
James Dean,7.3,"Biography, Drama"
Dear Dad,6.3,"Drama, Family"
Dear Dracula,5.3,"Animation, Short, Adventure, Family"
Dear Ex-Best Friend,N/A,"Short, Family"
Dear Santa,6.5,Drama
Dear Zindagi,7.5,"Drama, Romance"
Death at a Funeral,7.4,Comedy
Death Can Wait,7.8,"Short, Mystery"
Death House,3.0,"Action, Crime, Horror"
Death Note,4.4,"Action, Crime, Drama"
Death of Me,4.4,"Horror, Mystery, Thriller"
Death to 2020,6.8,Comedy
Deathgrip,6.3,Sport
Dedemin Fisi,5.5,"Comedy, Family"
Dedh Ishqiya,7.1,"Comedy, Drama, Romance"
Deep,4.2,"Animation, Adventure, Comedy"
Deewana Main Deewana,2.1,"Comedy, Drama, Romance"
Deewangee,6.6,"Crime, Drama, Mystery"
Def Comedy Jam 25,6.7,"Documentary, Comedy"
Defiance,7.2,"Action, Drama, History"
Defying the Nazis: The Sharps' War,7.1,"Documentary, Biography, History"
Degrassi: Next Class,6.9,"Drama, Romance"
Deidra & Laney Rob a Train,6.1,"Comedy, Crime, Drama"
Delhi-6,6.1,Drama
Delhi Belly,7.6,"Action, Comedy, Crime"
Deliha,4.5,"Comedy, Family, Romance"
Deliha 2,4.5,Comedy
Delirium,5.8,"Horror, Thriller"
Demetri Martin: Live (At the Time),7.4,"Documentary, Comedy"
Demetri Martin: The Overthinker,7.2,Comedy
Demonic,5.3,"Horror, Mystery, Thriller"
Den of Thieves,7.0,"Action, Crime, Drama"
Denis Leary: No Cure for Cancer,7.5,"Documentary, Comedy"
Deon Cole: Cole Hearted,6.9,Comedy
DeRay Davis: How to Act Black,6.1,Comedy
Desire,7.1,"Comedy, Crime, Romance"
Desolation,4.8,Thriller
Desperados,5.2,"Comedy, Romance"
Despido procedente,5.0,Comedy
Destiny,6.2,"Crime, Drama, Fantasy"
Detention,5.7,"Adventure, Comedy, Fantasy"
Detour,7.4,"Crime, Drama, Film-Noir"
Deuces,5.9,"Action, Crime, Drama"
Dev.D,8.0,"Comedy, Drama, Romance"
Deviant Love,3.5,Thriller
Devil's Gate,5.1,"Horror, Sci-Fi, Thriller"
Devilman: Crybaby,7.6,"Animation, Action, Fantasy"
Devrai,7.8,Drama
Dhamaal,7.4,"Action, Adventure, Comedy"
Dhan Dhana Dhan Goal,5.0,"Drama, Sport"
Dhanak,7.9,"Comedy, Drama"
Dharam Sankat Mein,6.3,Comedy
Dhh,7.8,"Drama, Family"
Dhoondte Reh Jaoge,5.6,"Comedy, Drama"
Di Renjie zhi Sidatianwang,6.4,"Action, Adventure, Drama"
The Diary of a Chambermaid,6.6,"Drama, Romance"
Die Another Day,6.1,"Action, Adventure, Thriller"
Die Ontwaking,4.2,"Crime, Horror, Thriller"
Dieter Nuhr: Nuhr in Berlin,4.7,Comedy
Dil,6.7,"Comedy, Drama, Romance"
Dil Chahta Hai,8.1,"Comedy, Drama, Romance"
Dil Dhadakne Do,6.9,"Comedy, Drama, Romance"
Dil Hai Tumhaara,5.3,"Drama, Romance"
Dil Se..,7.6,"Drama, Romance"
Dil Vil Pyaar Vyaar,6.5,Family
Dilan 1990,7.2,"Drama, Romance"
Dilan 1991,6.7,"Drama, Romance"
Dilwale,5.1,"Action, Comedy, Drama"
Dinner for Schmucks,5.9,Comedy
Disco Dancer,6.5,"Drama, Musical, Romance"
Disconnect,7.5,"Drama, Thriller"
Discovering Bigfoot,4.0,Documentary
Dismissed,5.7,"Drama, Thriller"
District 9,7.9,"Action, Sci-Fi, Thriller"
Divines,7.4,"Crime, Drama"
Django Unchained,8.4,"Drama, Western"
DNA,7.3,"Crime, Drama, Mystery"
Do Dooni Chaar,7.5,"Comedy, Drama"
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",6.5,Drama
Doctor Zhivago,8.0,"Drama, Romance, War"
Dog Eat Dog,4.7,"Action, Thriller"
Dolemite Is My Name,7.3,"Biography, Comedy, Drama"
Dolly Kitty Aur Woh Chamakte Sitare,5.3,"Comedy, Drama"
Dolly Parton: Here I Am,7.3,"Documentary, Music"
Dolphin Kick,4.4,Adventure
Dolphin Tale 2,6.4,"Drama, Family"
Domino,5.9,"Action, Biography, Crime"
Don,7.2,"Action, Crime, Thriller"
Don 2,7.1,"Action, Crime, Thriller"
Don Verdean,5.4,"Comedy, Drama"
Don't Be Afraid of the Dark,5.6,"Fantasy, Horror, Thriller"
Don't Crack Under Pressure,6.5,"Documentary, Sport"
Don't Crack Under Pressure II,6.8,Documentary
Don't Go Breaking My Heart,6.7,"Comedy, Romance"
Don't Knock Twice,5.1,"Drama, Fantasy, Horror"
Don't Look Down,4.7,"Drama, Horror, Mystery, Thriller"
Don't Think Twice,6.7,"Comedy, Drama"
Donald Glover: Weirdo,7.4,Comedy
Donnie Brasco,7.7,"Biography, Crime, Drama"
Doom,5.2,"Action, Horror, Sci-Fi"
Doom: Annihilation,3.7,"Action, Adventure, Horror"
Dostana,6.5,"Comedy, Drama, Romance"
Double Jeopardy,6.5,"Crime, Drama, Mystery"
Kinch & the Double World,N/A,"Short, Adventure, Fantasy"
Doubt,7.5,"Drama, Mystery"
Dovlatov,6.4,"Biography, Drama"
Dr. Seuss' the Cat in the Hat: Sing Along,N/A,"Animation, Short"
Dr. Seuss' the Grinch Musical,3.7,"Family, Musical"
Dragon Quest: Your Story,6.6,"Animation, Adventure, Family"
DragonHeart,6.5,"Action, Adventure, Fantasy"
Dragonheart: A New Beginning,4.6,"Action, Adventure, Comedy, Family, Fantasy"
Dragonheart: Battle for the Heartfire,5.3,"Action, Adventure, Drama"
Dragonheart Vengeance,5.3,"Action, Adventure, Drama, Fantasy, Sci-Fi"
Dragons: Dawn of the Dragon Racers,7.0,"Animation, Short, Adventure, Comedy, Family, Fantasy"
Dragons: Rescue Riders: Hunt for the Golden Dragon,5.4,"Animation, Adventure, Family"
Dragons: Rescue Riders: Huttsgalor Holiday,5.8,"Animation, Family"
Dragons: Rescue Riders: Secrets of the Songwing,5.5,"Animation, Adventure, Comedy, Family"
Dream Big: Engineering Our World,6.4,"Documentary, Short"
Dream/Killer,7.4,"Documentary, Crime"
Dries,6.9,"Documentary, Biography"
Drink Drank Drunk,4.2,Comedy
Drishyam,8.2,"Crime, Drama, Mystery"
Drive,7.8,"Crime, Drama"
Drunk Parents,3.9,Comedy
Dry Martina,5.8,"Comedy, Drama"
Duck Butter,5.3,"Comedy, Drama, Romance"
Duck Duck Goose,5.8,"Animation, Adventure, Comedy"
Dude,5.1,"Comedy, Drama"
Dukhtar,7.0,"Drama, Thriller"
Dum,5.6,"Action, Crime, Drama"
Dumb and Dumberer: When Harry Met Lloyd,3.4,Comedy
Dumplin',6.6,"Comedy, Drama"
Duniya,6.9,"Action, Drama"
Duplicate,5.6,"Action, Comedy, Crime"
Earth to Echo,5.8,"Adventure, Family, Sci-Fi"
Earthquake Bird,5.9,"Crime, Drama, Mystery"
East Side Sushi,7.1,Drama
Easy A,7.0,"Comedy, Drama, Romance"
Eat Pray Love,5.8,"Biography, Drama, Romance"
Echo in the Canyon,6.9,"Documentary, Music"
Eddie: Strongman,7.4,Documentary
Eddie Murphy: Delirious,8.2,Comedy
Eddie Murphy: Raw,7.7,"Documentary, Comedy"
Edge of Fear,4.4,"Action, Crime, Thriller"
Edge of Seventeen,6.8,"Comedy, Drama, Romance"
Edoardo Ferrario: Temi Caldi,6.8,Comedy
Ee Nagaraniki Emaindi,8.0,"Comedy, Drama"
Eeda,7.1,"Drama, Romance"
Eerie,4.7,"Horror, Mystery, Thriller"
Effie Gray,6.0,"Biography, Drama, Romance"
Eh Janam Tumhare Lekhe,8.6,Biography
Ek Cup Chya,7.3,Drama
Ek Hasina Thi,7.5,"Crime, Drama, Mystery"
Ek Jaan Hain Hum,6.5,"Family, Romance"
Ek Khiladi Ek Haseena,5.7,"Comedy, Crime, Thriller"
Ek Ladki Ko Dekha Toh Aisa Laga,5.5,"Comedy, Drama, Romance"
Ek Main Aur Ekk Tu,5.7,"Comedy, Drama, Romance"
Eksi Elmalar,7.1,"Biography, Comedy, Drama"
El Camino Christmas,5.7,"Comedy, Crime, Western"
El Camino: A Breaking Bad Movie,7.3,"Action, Crime, Drama"
El Che,6.0,"Documentary, Biography, History"
"El especial de Alex Fernández, el Especial",6.7,Comedy
El sendero de la anaconda,6.8,Documentary
El silencio es bienvenido,4.7,Drama
El testigo,8.1,Documentary
Elaan,5.4,"Action, Crime, Thriller"
Elevator Baby,7.0,"Comedy, Drama"
Elf Pets: A Fox Cub's Christmas Tale,4.7,Animation
Elf Pets: Santa's Reindeer Rescue,5.3,"Short, Family"
Eli,5.7,"Drama, Horror, Mystery"
Elisa,8.9,Short
Elizabeth Harvest,5.8,"Horror, Sci-Fi, Thriller"
Ellen DeGeneres: Relatable,6.5,Comedy
Elles étaient en guerre (1914 - 1918),N/A,Documentary
Elliot the Littlest Reindeer,5.1,"Animation, Family"
Elstree 1976,5.9,Documentary
Emelie,5.4,"Horror, Mystery, Thriller"
EMI: Liya Hai To Chukana Padega,4.3,"Comedy, Crime, Drama"
Emo the Musical,6.0,"Comedy, Music, Musical"
Employee of the Month,5.5,"Comedy, Romance"
Encounter: The Killing,6.3,"Crime, Drama"
End of Watch,7.6,"Action, Crime, Drama"
Enemy,6.9,"Drama, Mystery, Thriller"
English Babu Desi Mem,4.8,"Comedy, Drama, Musical"
Enissa Amani: Ehrenwort,5.6,Comedy
Enlighten Us,6.2,Documentary
Enola Holmes,6.6,"Action, Adventure, Crime"
Entanglement,6.0,"Comedy, Drama, Romance"
Enter the Anime,2.5,Documentary
Enter the Dragon,7.7,"Action, Crime, Drama"
Equals,6.1,"Drama, Romance, Sci-Fi"
Equilibrium,7.4,"Action, Drama, Sci-Fi"
Eric Andre: Legalize Everything,6.2,Comedy
Escape from Mr. Lemoncello's Library,5.4,Family
Esperando la carroza,8.1,Comedy
Estar o no estar,5.3,"Drama, Romance"
Euphoria,8.4,Drama
Eurovision Song Contest: The Story of Fire Saga,6.5,"Comedy, Music"
Evan Almighty,5.4,"Comedy, Family, Fantasy"
Evening Shadows,7.1,Drama
Event Horizon,6.7,"Horror, Sci-Fi, Thriller"
Every Time I Die,5.2,Thriller
Everybody Knows,N/A,Short
Everyday I Love You,7.1,"Drama, Romance"
Everything About Her,7.2,"Comedy, Drama"
Evolution,6.1,"Comedy, Sci-Fi"
Evvarikee Cheppoddu,7.2,Drama
Ex Machina,7.7,"Drama, Sci-Fi, Thriller"
Executive Decision,6.4,"Action, Adventure, Thriller"
Exes Baggage,6.7,"Drama, Romance"
Exit Strategy,7.6,"Short, Sci-Fi, Thriller"
Exit Wounds,5.6,"Action, Crime, Thriller"
Expedition Happiness,5.9,Documentary
Rakuen Tsuiho: Expelled from Paradise,6.7,"Animation, Action, Adventure"
Expo,4.7,"Action, Crime, Drama"
Extinction,5.8,"Action, Drama, Sci-Fi"
Extraction,6.7,"Action, Thriller"
"Extremely Wicked, Shockingly Evil and Vile",6.7,"Biography, Crime, Drama"
Eye for an Eye,6.2,"Crime, Drama, Thriller"
F*&% the Prom,4.2,"Comedy, Drama"
F.R.E.D.I.,5.1,"Adventure, Family, Sci-Fi"
Fabrizio Copano: Solo pienso en mi,4.8,Comedy
Face 2 Face,6.8,Drama
Fadily Camara: La plus drôle de tes copines,5.5,Comedy
"Faith, Hope & Love",6.2,"Comedy, Romance"
Fakkah Fuzz: Almost Banned,4.2,Comedy
Fakta Ladh Mhana,6.3,"Action, Drama, Thriller"
Fall Girls,4.1,Comedy
Fallen,7.0,"Action, Crime, Drama"
Falling Inn Love,5.6,"Comedy, Romance"
Familiye,6.4,Drama
Family Blood,4.2,"Drama, Horror, Thriller"
Fan of Amoory,5.0,Drama
Fanatic,6.3,"Horror, Thriller"
Fanatyk,6.7,"Short, Comedy"
Fandry,8.3,"Drama, Family"
Fantastica,4.2,"Comedy, Fantasy"
Faraar,6.9,"Action, Crime, Drama"
Farce,7.2,"Animation, Short"
Fary: Hexagone,6.4,Comedy
Fary Is the New Black,6.0,Comedy
Fashion,6.9,"Drama, Romance"
Fatal Affair,4.5,Thriller
Fate/Grand Order: First Order,5.7,Animation
Father Brown,7.7,"Crime, Drama, Mystery"
Fatso,5.6,"Comedy, Drama"
Fear and Loathing in Las Vegas,7.6,"Adventure, Comedy, Drama"
Fearless,7.1,"Drama, Thriller"
Feel Good,7.5,"Comedy, Drama, Romance"
Feel Rich: Health Is the New Wealth,6.4,Documentary
Feel the Beat,6.3,"Comedy, Drama, Family"
Felix Lobrecht: Hype,6.1,Comedy
Feo pero Sabroso,4.2,Comedy
Fernando Sanjiao: Hombre,6.3,Comedy
Ferrari Ki Sawaari,6.4,"Comedy, Drama, Family"
Ferris Bueller's Day Off,7.8,Comedy
Fida,5.5,"Action, Crime, Drama"
